1	0.0	2.0
2	5.77350269189625764507e-01	1.0
2	-5.77350269189625764507e-01	1.0
3 	0.0	8.88888888888888888877e-01
3	7.74596669241483377010e-01	5.55555555555555555562e-01
3	-7.74596669241483377010e-01	5.55555555555555555562e-01
4	8.61136311594052575248e-01	3.47854845137453857383e-01
4	-8.61136311594052575248e-01	3.47854845137453857383e-01
4	3.39981043584856264792e-01	6.52145154862546142644e-01
4	-3.39981043584856264792e-01	6.52145154862546142644e-01
8	1.83434642495649804936e-01	3.62683783378361982976e-01
8	-1.83434642495649804936e-01	3.62683783378361982976e-01
8	5.25532409916328985830e-01	3.13706645877887287338e-01
8	-5.25532409916328985830e-01	3.13706645877887287338e-01
8	7.96666477413626739567e-01	2.22381034453374470546e-01
8	-7.96666477413626739567e-01	2.22381034453374470546e-01
8	9.60289856497536231661e-01	1.01228536290376259154e-01
8	-9.60289856497536231661e-01	1.01228536290376259154e-01
16	9.50125098376374401877e-02	1.89450610455068496287e-01
16	-9.50125098376374401877e-02	1.89450610455068496287e-01
16      2.81603550779258913231e-01	1.82603415044923588872e-01
16      -2.81603550779258913231e-01	1.82603415044923588872e-01
16	4.58016777657227386350e-01	1.69156519395002538183e-01
16	-4.58016777657227386350e-01	1.69156519395002538183e-01
16	6.17876244402643748452e-01	1.49595988816576732080e-01
16	-6.17876244402643748452e-01	1.49595988816576732080e-01
16	7.55404408355003033891e-01	1.24628971255533872056e-01
16	-7.55404408355003033891e-01	1.24628971255533872056e-01
16	8.65631202387831743866e-01	9.51585116824927848073e-02
16	-8.65631202387831743866e-01	9.51585116824927848073e-02
16	9.44575023073232576090e-01	6.22535239386478928628e-02
16	-9.44575023073232576090e-01	6.22535239386478928628e-02
16	9.89400934991649932601e-01	2.71524594117540948514e-02
16	-9.89400934991649932601e-01	2.71524594117540948514e-02
48	3.23801709628693620343e-02	6.47376968126839225006e-02
48	-3.23801709628693620343e-02	6.47376968126839225006e-02
48	9.70046992094626989322e-02	6.44661644359500822082e-02
48	-9.70046992094626989322e-02	6.44661644359500822082e-02
48	1.61222356068891718055e-01	6.39242385846481866207e-02
48	-1.61222356068891718055e-01	6.39242385846481866207e-02
48	2.24763790394689061224e-01	6.31141922862540256548e-02
48	-2.24763790394689061224e-01	6.31141922862540256548e-02
48	2.87362487355455576728e-01	6.20394231598926639029e-02
48	-2.87362487355455576728e-01	6.20394231598926639029e-02
48	3.48755886292160738148e-01	6.07044391658938800517e-02
48	-3.48755886292160738148e-01	6.07044391658938800517e-02
48	4.08686481990716729925e-01	5.91148396983956357477e-02
48	-4.08686481990716729925e-01	5.91148396983956357477e-02
48	4.66902904750958404535e-01	5.72772921004032157044e-02
48	-4.66902904750958404535e-01	5.72772921004032157044e-02
48	5.23160974722233033658e-01	5.51995036999841628676e-02
48	-5.23160974722233033658e-01	5.51995036999841628676e-02
48	5.77224726083972703838e-01	5.28901894851936670964e-02
48	-5.77224726083972703838e-01	5.28901894851936670964e-02
48	6.28867396776513624013e-01	5.03590355538544749590e-02
48	-6.28867396776513624013e-01	5.03590355538544749590e-02
48	6.77872379632663905208e-01	4.76166584924904748267e-02
48	-6.77872379632663905208e-01	4.76166584924904748267e-02
48	7.24034130923814654658e-01	4.46745608566942804201e-02
48	-7.24034130923814654658e-01	4.46745608566942804201e-02
48	7.67159032515740339276e-01	4.15450829434647492133e-02
48	-7.67159032515740339276e-01	4.15450829434647492133e-02
48	8.07066204029442627087e-01	3.82413510658307063158e-02
48	-8.07066204029442627087e-01	3.82413510658307063158e-02
48	8.43588261624393530704e-01	3.47772225647704388909e-02
48	-8.43588261624393530704e-01	3.47772225647704388909e-02
48	8.76572020274247885885e-01	3.11672278327980889025e-02
48	-8.76572020274247885885e-01	3.11672278327980889025e-02
48	9.05879136715569672805e-01	2.74265097083569482001e-02
48	-9.05879136715569672805e-01	2.74265097083569482001e-02
48	9.31386690706554333107e-01	2.35707608393243791410e-02
48	-9.31386690706554333107e-01	2.35707608393243791410e-02
48	9.52987703160430860724e-01	1.96161604573555278142e-02
48	-9.52987703160430860724e-01	1.96161604573555278142e-02
48	9.70591592546247250472e-01	1.55793157229438487279e-02
48	-9.70591592546247250472e-01	1.55793157229438487279e-02
48	9.84124583722826857765e-01	1.14772345792345394895e-02
48	-9.84124583722826857765e-01	1.14772345792345394895e-02
48	9.93530172266350757526e-01	7.32755390127626210220e-03
48	-9.93530172266350757526e-01	7.32755390127626210220e-03
48	9.98771007252426118580e-01	3.15334605230583863260e-03
48	-9.98771007252426118580e-01	3.15334605230583863260e-03
